Y_GENERAL;Y_AXE;Y_DATECOMPTABLE;Y_NUMEROPIECE;Y_NUMLIGNE;Y_SECTION;Y_EXERCICE;Y_DEBIT;Y_CREDIT;Y_REFINTERNE;Y_LIBELLE;Y_NATUREPIECE;Y_QUALIFPIECE;Y_TYPEANALYTIQUE;Y_VALIDE;Y_ETAT;Y_REFEXTERNE;Y_DATEREFEXTERNE;Y_UTILISATEUR;Y_CONTROLEUR;Y_DATECREATION;Y_DATEMODIF;Y_SOCIETE;Y_ETABLISSEMENT;Y_BLOCNOTE;Y_VISION;Y_AFFAIRE;Y_REFLIBRE;Y_DEVISE;Y_DEBITDEV;Y_CREDITDEV;Y_TAUXDEV;Y_DATETAUXDEV;Y_POURCENTAGE;Y_TOTALECRITURE;Y_CONTROLE;Y_TRACE;Y_QTE1;Y_QTE2;Y_QUALIFQTE1;Y_QUALIFQTE2;Y_JOURNAL;Y_NUMVENTIL;Y_POURCENTQTE1;Y_POURCENTQTE2;Y_TOTALDEVISE;Y_TOTALQTE1;Y_TOTALQTE2;Y_TYPEANOUVEAU;Y_TYPEMVT;Y_QUALIFECRQTE1;Y_QUALIFECRQTE2;Y_ECRANOUVEAU;Y_CONFIDENTIEL;Y_CREERPAR;Y_EXPORTE;Y_LIBRETEXTE0;Y_LIBRETEXTE1;Y_LIBRETEXTE2;Y_LIBRETEXTE3;Y_LIBRETEXTE4;Y_LIBRETEXTE5;Y_LIBRETEXTE6;Y_LIBRETEXTE7;Y_LIBRETEXTE8;Y_LIBRETEXTE9;Y_TABLE0;Y_TABLE1;Y_LIBREDATE;Y_LIBREBOOL0;Y_LIBREBOOL1;Y_CONSO;Y_LIBREMONTANT0;Y_LIBREMONTANT1;Y_LIBREMONTANT2;Y_LIBREMONTANT3;Y_TABLE2;Y_TABLE3;Y_CONTREPARTIEGEN;Y_CONTREPARTIEAUX;Y_AUXILIAIRE;Y_PERIODE;Y_SEMAINE;Y_SOUSPLAN1;Y_SOUSPLAN2;Y_SOUSPLAN3;Y_SOUSPLAN4;Y_SOUSPLAN5;Y_SOUSPLAN6;Y_ENTITY;Y_DATPER;Y_REFGUID
62266000;A1 ;2019-04-10T00:00:00.0000000;5;15;900000;002;1000,0000;0,0000;QBD-545393;IIIFINANCEMENT;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:24.0000000;001;001;;-;;;EUR;1000,0000;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;1000,0000;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;1000,0000;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;15;;;;;;;0;1900-01-01T00:00:00.0000000;1FC66F41-5A91-427D-8E04-7875567B0982
62510000;A1 ;2019-04-10T00:00:00.0000000;5;17;900000;002;21,5200;0,0000;QBD-881058;Voyages et dÚplacements;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:24.0000000;001;001;;-;;;EUR;21,5200;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;21,5200;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;21,5200;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;15;;;;;;;0;1900-01-01T00:00:00.0000000;40320519-3CC7-4178-91DD-D0F0F940C73C
60630000;A1 ;2019-04-10T00:00:00.0000000;5;21;900000;002;49,9200;0,0000;QBD-983792;HJH OFFICE;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:24.0000000;001;001;;-;;;EUR;49,9200;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;49,9200;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;49,9200;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;15;;;;;;;0;1900-01-01T00:00:00.0000000;4668C6C0-7BE3-47E7-931F-365957C7D26E
62510000;A1 ;2019-04-11T00:00:00.0000000;5;24;900000;002;37,1700;0,0000;QBD-415518;Voyages et dÚplacements;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:24.0000000;001;001;;-;;;EUR;37,1700;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;37,1700;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;37,1700;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;15;;;;;;;0;1900-01-01T00:00:00.0000000;5C2C0A44-8CF8-453A-BE1E-E65A93F25EBF
60400000;A1 ;2019-04-12T00:00:00.0000000;5;25;900000;002;1020,0000;0,0000;QBD-150091;MALT;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:25.0000000;001;001;;-;;;EUR;1020,0000;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;1020,0000;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;1020,0000;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;15;;;;;;;0;1900-01-01T00:00:00.0000000;C9BDCE18-B1E4-4FD3-99AA-9D025045F096
60610000;A1 ;2019-04-12T00:00:00.0000000;5;29;900000;002;39,1600;0,0000;QBD-798506;EDF;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:25.0000000;001;001;;-;;;EUR;39,1600;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;39,1600;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;39,1600;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;15;;;;;;;0;1900-01-01T00:00:00.0000000;F9F383C2-8073-4D3B-BC11-20A836EAA754
62267000;A1 ;2019-04-15T00:00:00.0000000;5;31;900000;002;11000,0000;0,0000;QBD-423384;STACK/ELITE;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:27.0000000;001;001;;-;;;EUR;11000,0000;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;11000,0000;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;11000,0000;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;16;;;;;;;0;1900-01-01T00:00:00.0000000;9B794DA7-9032-41D6-9745-1B67765B1D6C
60630000;A1 ;2019-04-16T00:00:00.0000000;5;35;900000;002;4,2200;0,0000;QBD-307107;ALIMENTATION PRIMEUR;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:28.0000000;001;001;;-;;;EUR;4,2200;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;4,2200;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;4,2200;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;16;;;;;;;0;1900-01-01T00:00:00.0000000;0EC0A1D3-D87D-4BB7-A3D8-B4621BEB4041
62510000;A1 ;2019-04-17T00:00:00.0000000;5;37;900000;002;12,1500;0,0000;QBD-182238;Voyages et dÚplacements;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:28.0000000;001;001;;-;;;EUR;12,1500;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;12,1500;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;12,1500;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;16;;;;;;;0;1900-01-01T00:00:00.0000000;4B68A27A-D5AD-4E64-9DCD-BD68407AD3B8
60630000;A1 ;2019-04-18T00:00:00.0000000;5;39;900000;002;31,0000;0,0000;QBD-253986;CARREFOUR;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:29.0000000;001;001;;-;;;EUR;31,0000;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;31,0000;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;31,0000;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;16;;;;;;;0;1900-01-01T00:00:00.0000000;AFB935E4-78CE-4188-B92A-58493C79A6E1
60630000;A1 ;2019-04-18T00:00:00.0000000;5;43;900000;002;110,7500;0,0000;QBD-370827;AMAZON;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:29.0000000;001;001;;-;;;EUR;110,7500;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;110,7500;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;110,7500;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;16;;;;;;;0;1900-01-01T00:00:00.0000000;28341270-0D49-4338-A353-5838BC43CBB8
60630000;A1 ;2019-04-18T00:00:00.0000000;5;46;900000;002;2,7300;0,0000;QBD-376130;FRANPRIX;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:29.0000000;001;001;;-;;;EUR;2,7300;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;2,7300;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;2,7300;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;16;;;;;;;0;1900-01-01T00:00:00.0000000;F9924480-1942-42B1-B157-7382D2477C57
60630000;A1 ;2019-04-19T00:00:00.0000000;5;50;900000;002;19,4600;0,0000;QBD-717145;CASTORAMA;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:30.0000000;001;001;;-;;;EUR;19,4600;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;19,4600;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;19,4600;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;16;;;;;;;0;1900-01-01T00:00:00.0000000;472CA977-C1CE-4238-BB62-1F6DBD6DD4F3
62510000;A1 ;2019-04-22T00:00:00.0000000;5;53;900000;002;11,0800;0,0000;QBD-595986;Voyages et dÚplacements;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:33.0000000;001;001;;-;;;EUR;11,0800;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;11,0800;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;11,0800;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;17;;;;;;;0;1900-01-01T00:00:00.0000000;8D9B7182-75D2-442F-8035-EF44F95C110B
62510000;A1 ;2019-04-23T00:00:00.0000000;5;57;900000;002;21,5000;0,0000;QBD-255617;Voyages et dÚplacements;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:34.0000000;001;001;;-;;;EUR;21,5000;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;21,5000;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;21,5000;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;17;;;;;;;0;1900-01-01T00:00:00.0000000;5004FA52-3682-4029-A826-E81B5F3371E7
62370000;A1 ;2019-04-23T00:00:00.0000000;5;59;900000;002;59,9900;0,0000;QBD-287457;LINKEDIN;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:34.0000000;001;001;;-;;;EUR;59,9900;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;59,9900;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;59,9900;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;17;;;;;;;0;1900-01-01T00:00:00.0000000;AF69088A-BAA2-42D0-AF79-426250805D13
62620000;A1 ;2019-04-23T00:00:00.0000000;5;62;900000;002;28,9900;0,0000;QBD-310846;OVH;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:34.0000000;001;001;;-;;;EUR;28,9900;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;28,9900;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;28,9900;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;17;;;;;;;0;1900-01-01T00:00:00.0000000;F37E166E-8B64-4382-94E0-93CF4979FEAF
62510000;A1 ;2019-04-24T00:00:00.0000000;5;64;900000;002;16,6800;0,0000;QBD-249217;Voyages et dÚplacements;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:34.0000000;001;001;;-;;;EUR;16,6800;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;16,6800;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;16,6800;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;17;;;;;;;0;1900-01-01T00:00:00.0000000;811FF0F4-3E91-4267-8719-17CEB120E831
61351000;A1 ;2019-04-24T00:00:00.0000000;5;66;900000;002;240,1400;0,0000;QBD-415323;FREELANCER;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:35.0000000;001;001;;-;;;EUR;240,1400;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;240,1400;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;240,1400;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;17;;;;;;;0;1900-01-01T00:00:00.0000000;67F09D4E-B091-4AFC-BA56-9BE8FAF3C245
62560000;A1 ;2019-04-25T00:00:00.0000000;5;69;900000;002;46,1800;0,0000;QBD-270792;Missions (repas, restaurants,;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:36.0000000;001;001;;-;;;EUR;46,1800;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;46,1800;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;46,1800;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;17;;;;;;;0;1900-01-01T00:00:00.0000000;CFB575F2-32B1-45D0-B6E5-69686F3887DA
62600000;A1 ;2019-04-26T00:00:00.0000000;5;76;900000;002;44,0000;0,0000;QBD-101840;ORANGE;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:37.0000000;001;001;;-;;;EUR;44,0000;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;44,0000;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;44,0000;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;17;;;;;;;0;1900-01-01T00:00:00.0000000;07B67A27-83FC-4D8B-8D1D-48C743149E8B
60630000;A1 ;2019-04-28T00:00:00.0000000;5;81;900000;002;36,4800;0,0000;QBD-102393;AMAZON;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:40.0000000;001;001;;-;;;EUR;36,4800;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;36,4800;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;36,4800;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;17;;;;;;;0;1900-01-01T00:00:00.0000000;45E8A6C4-836B-4E7B-9909-B8A03AC485D1
60630000;A1 ;2019-04-28T00:00:00.0000000;5;84;900000;002;107,5000;0,0000;QBD-140983;AMAZON;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:40.0000000;001;001;;-;;;EUR;107,5000;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;107,5000;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;107,5000;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;17;;;;;;;0;1900-01-01T00:00:00.0000000;271A3955-DF34-4B48-89F1-E32A2BCF6C03
60630000;A1 ;2019-04-28T00:00:00.0000000;5;86;900000;002;107,5000;0,0000;QBD-140983;AMAZON;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:40.0000000;001;001;;-;;;EUR;107,5000;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;107,5000;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;107,5000;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;17;;;;;;;0;1900-01-01T00:00:00.0000000;65802CB5-17A5-4AEC-B2DB-2140355B2172
60630000;A1 ;2019-04-28T00:00:00.0000000;5;88;900000;002;107,5000;0,0000;QBD-140983;AMAZON;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:40.0000000;001;001;;-;;;EUR;107,5000;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;107,5000;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;107,5000;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;17;;;;;;;0;1900-01-01T00:00:00.0000000;B3F24796-EA29-4432-B693-854D36964FF3
60630000;A1 ;2019-04-28T00:00:00.0000000;5;92;900000;002;23,2000;0,0000;QBD-183318;AMAZON;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:40.0000000;001;001;;-;;;EUR;23,2000;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;23,2000;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;23,2000;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;17;;;;;;;0;1900-01-01T00:00:00.0000000;08E2EF9E-712C-4225-B98C-C5BFD0194973
60630000;A1 ;2019-04-28T00:00:00.0000000;5;95;900000;002;5,5000;0,0000;QBD-187991;AMAZON;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:40.0000000;001;001;;-;;;EUR;5,5000;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;5,5000;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;5,5000;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;17;;;;;;;0;1900-01-01T00:00:00.0000000;AF533B48-E196-4A51-AE25-159F722331FB
60630000;A1 ;2019-04-28T00:00:00.0000000;5;98;900000;002;5,7100;0,0000;QBD-193809;AMAZON;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:40.0000000;001;001;;-;;;EUR;5,7100;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;5,7100;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;5,7100;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;17;;;;;;;0;1900-01-01T00:00:00.0000000;1E73B5B1-9C94-48F6-85A8-00A868D79126
60630000;A1 ;2019-04-28T00:00:00.0000000;6;3;900000;002;5,8200;0,0000;QBD-196764;AMAZON;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:40.0000000;001;001;;-;;;EUR;5,8200;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;5,8200;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;5,8200;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;17;;;;;;;0;1900-01-01T00:00:00.0000000;A328BD3A-685D-4458-88D3-B3E0DF93CD04
61351000;A1 ;2019-04-28T00:00:00.0000000;6;4;900000;002;36,4700;0,0000;QBD-241162;HERE;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:40.0000000;001;001;;-;;;EUR;36,4700;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;36,4700;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;36,4700;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;17;;;;;;;0;1900-01-01T00:00:00.0000000;61FF78B3-470A-4204-BF12-2EBBC8939E0E
60630000;A1 ;2019-04-28T00:00:00.0000000;6;8;900000;002;8,0700;0,0000;QBD-267669;AMAZON;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:40.0000000;001;001;;-;;;EUR;8,0700;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;8,0700;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;8,0700;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;17;;;;;;;0;1900-01-01T00:00:00.0000000;2BA42BC7-B79C-4082-A895-20BC57E2CF92
60630000;A1 ;2019-04-28T00:00:00.0000000;6;11;900000;002;8,5000;0,0000;QBD-281337;AMAZON;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:40.0000000;001;001;;-;;;EUR;8,5000;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;8,5000;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;8,5000;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;17;;;;;;;0;1900-01-01T00:00:00.0000000;E88729D9-5B1C-4D91-B317-F49FC13E2A10
60630000;A1 ;2019-04-28T00:00:00.0000000;6;14;900000;002;1,3700;0,0000;QBD-344778;AMAZON;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:40.0000000;001;001;;-;;;EUR;1,3700;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;1,3700;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;1,3700;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;17;;;;;;;0;1900-01-01T00:00:00.0000000;57F2D26C-945C-4A63-B6C9-552F90CF346C
60400000;A1 ;2019-04-29T00:00:00.0000000;6;16;900000;002;120,0000;0,0000;QBD-132567;WaasBros;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:41.0000000;001;001;;-;;;EUR;120,0000;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;120,0000;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;120,0000;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201904;18;;;;;;;0;1900-01-01T00:00:00.0000000;B9F5C843-17FC-4CF6-A437-CAD8A83B5850
